participant_id	test_section_id	sentence	user_input	keystroke_id	press_time	release_time	letter	keycode	press_to_release	press_to_press	timestamp_error_code	timestamp_error_code_1_this_sent
258344	2768423	Another group of policemen was due to be deployed.	Another group of policemen was due to be deployed.	131471266	1475551471586	1475551475811	 	32	4225	-705	3	NA
258344	2768431	We will keep trying.	We will keep trying.	131471751	1475551484813	1475551490518	 	32	5705	-2810	3	NA
258612	2770972	Hope you guys are doing fine.	Hope you guys are doing fine.	131593385	1475555391329	1475555411008	.	190	19679	-13944	3	NA
258612	2770987	Very truly yours, Acme Costume Co.	Very truly yours, Acme Costume Co.	131594064	1475555421729	1475555434712	.	190	12983	-4400	3	NA
258619	2771072	No problem Maria, please contact Rick.	No problem Maria, please contact Rick.	131598147	1475555555005	1475555577554	.	190	22549	-7883	3	NA
258624	2771438	We can work around these plans if you prefer.	We can work around these plans if you prefer.	131615188	1475556111291	1475556132531	.	190	21240	-12291	3	NA
258636	2771245	That makes him a risky start from a Fantasy perspective.	That makes him a risky start from a Fantasy perspective.	131606988	1475555825721	1475555871871	.	190	46150	-20502	3	NA
258640	2771243	Miller might have to wait until Sunday.	Miller might have to wait until Sandaay	131605723	1475555764138	1475555805721	g	71	41583	-36776	3	NA
258790	2772769	I can return earlier.	I can return earlier.	131679316	1475557710539	1475557728111	CAPS_LOCK	20	17572	-13893	3	NA
258802	2772931	We'd suggest playing Brady, who will start against.	We'd suggest playing Brady, who will start against. 	131687325	1475557926913	1475557933888	i	73	6975	-833	3	NA
258802	2772944	I had a last minute meeting come up.	I had a last minute meeting come up.	131687752	1475557939814	1475557942926	i	73	3112	-828	3	NA
258834	2773310	Not even in yet.	Not even in yet.	131705755	1475558380414	1475558397885	\	220	17471	-10846	3	NA
258870	2773705	Have you done any deals yet?	Have you done any deals yet?	131724894	1475558889843	1475558894332	CAPS_LOCK	20	4489	-3169	3	NA
258870	2773737	Hopefully it cheered you up a bit.	Hopefuly it cheered you up a bit/.	131726384	1475558922511	1475558932134	y	89	9623	-4326	3	NA
258911	2774314	Our forces are ready to come immediately.	Our forces are ready to come immediately.	131753869	1475559479374	1475559485398	e	69	6024	-2464	3	NA
258912	2774516	Genaro, we have fixed the pricing in our system.	Genaro, we have fixed the pricing in our system.	131764593	1475559695206	1475559721095	y	89	25889	-5049	3	NA
259013	2775321	But I would suspect that when Ricky can play, he'll play again.	But I would suspect that when Ricky can play, he'll play again.	131803280	1475560888086	1475560906525	?	191	18439	-6192	3	NA
259048	2775546	They also agreed on using dialogue to settle the issue.	They also agreed on using dialogue to settle the issue.	131813980	1475561343820	1475561346268	SHIFT	16	2448	-392	3	NA
259057	2775726	Then we can go to Zainy Brainy.	Then we can go to Zainy Brainy.	131822877	1475561582910	1475561586176	SHIFT	16	3266	-478	3	NA
259057	2775752	I bet you it will be a strong motor all day, though.	I bet you it will be a strong motor all day, though.	131824597	1475561599053	1475561627143	.	190	28090	-14197	3	NA
259073	2775866	Don't use Bennett this week.	Don't use Bennett this week.	131830521	1475561777513	1475561813969	.	190	36456	-16	3	NA
259118	2776250	I'll call you when I get to the office.	I'll call you when I get to the office.	131848816	1475562498632	1475562501977	SHIFT	16	3345	-340	3	NA
259216	2777228	Yes, I am playing.	Yes, I am playing. 	131894788	1475563967539	1475563981642	.	190	14103	-10063	3	NA
259288	2778075	Chris Foster is in!	Chris Foster is in !	131935765	1475565189875	1475565194524	SHIFT	16	4649	-972	3	NA
259403	2779387	The reigning Indy-car series champion will be among top contenders.	The reigning INdy-carseries champion will be among top contenders.	131999494	1475566701008	1475566735110	.	190	34102	-20544	3	NA
259451	2780676	He said police in Dallas were also in favor of fences.	He said police in Dallas were also in favor of fences.	132060970	1475568913580	1475568913525	l	76	-55	205	1	TRUE
259473	2780258	I need your help in putting together a new list.	I need your help in putting together a new list.	132041116	1475568138371	1475568175346	NA	190	36975	-19903	3	NA
259475	2780331	Don't make me pull tapes on whether you understood our fee.	Don't make me pull tapes on whether you understood our fee.	132044144	1475568051149	1475568055184	SHIFT	16	4035	-323	3	NA
259522	2780666	That is not true.	That is not true.	132060483	1475568851584	1475568888736	.	190	37152	-28701	3	NA
259522	2780704	This is the limit.	This is the limit.	132062504	1475568927708	1475568959589	.	190	31881	-25061	3	NA
259538	2780815	I hope that you find these communications informative.	I hope that you find these communication informative.	132067473	1475571384447	1475571384130	 	32	-317	360	1	TRUE
259626	2781819	Provisional constitution will be voted into law by parliament.	Provisional constitution will be voted into law by parliament.	132114838	1475570450947	1475570493647	?	191	42700	-27038	3	NA
259627	2781822	I am at the lake.	I am at the lake.	132114813	1475570656067	1475570694914	NA	190	38847	-30343	3	NA
259703	2782635	Do we have New York sorted out?	Do we have New York sorted out?	132154192	1475571991866	1475572035049	NA	85	43183	-9167	3	NA
259703	2782655	What is the cost issue?	What is the cost issue?	132154566	1475572035019	1475572050465	NA	85	15446	-1710	3	NA
259716	2782845	They've really caught the fever.	They've really caught the fever.	132163783	1475572371482	1475572416133	'	222	44651	-38213	3	NA
259752	2783395	Call me to give me a heads up.	Call me to give me a heads up.	132190768	1475573066465	1475573102808	.	110	36343	-22833	3	NA
259752	2783425	Yes I am coming twice.	Yes I am coming twice.	132192075	1475573104973	1475573141878	.	110	36905	-27336	3	NA
259752	2783436	Please send me an email to let me know.	Please send me an email to let me know.	132192916	1475573142276	1475573172785	.	110	30509	-9969	3	NA
259752	2783455	Hope this message is much better received than yesterday's.	Hope this message is much better received than yesterday's.	132193903	1475573173734	1475573205957	.	110	32223	-10770	3	NA
259752	2783478	I doubt that it is forecasted.	I doubt that it is forecasted.	132194804	1475573206673	1475573237220	.	110	30547	-12916	3	NA
259783	2783671	You are welcome in Palacios this weekend, of course.	you are welcome in palacios this weekend of course	132204210	1475573541725	1475573580560	d	68	38835	-16749	3	NA
259932	2784987	Antonio Guterres sent a message of condolences to Smith's widow.	Antonio Gutterres sent a message of condolences to Smith's widow.	132267744	1475575835878	1475575841818	SHIFT	16	5940	-177	3	NA
260059	2786101	Let me know if you have more questions.	Let me know if you have more questions.	132320516	1475577907305	1475577917529	NA	190	10224	-5280	3	NA
260059	2786117	Do you have it yet?.	Do you have it yet?.	132321162	1475577922192	1475577933512	NA	190	11320	-7744	3	NA
260059	2786130	I think we are dong OK.	I think we are dong OK.	132321688	1475577937856	1475577947664	NA	190	9808	-5384	3	NA
260092	2786388	Just wanted to touch base.	Just wanted to touch base.	132333780	1475578317996	1475578350479	b	66	32483	-27644	3	NA
260332	2788703	I have received your messages and will respond accordingly.	I have received your messages and will respond accordingly.	132443381	1475582617383	1475582630953	g	71	13570	-8423	3	NA
260336	2788964	So, we need to get these resolved.	so, we need to get these resolved.	132456033	1475582976503	1475583022684	d	68	46181	-35144	3	NA
260354	2789073	Our numbers are correct in the system now.	Our numbers are correct in the system now.	132461184	1475583122340	1475583140874	.	190	18534	-9586	3	NA
260472	2790062	The former minister is accused of receiving seven billion lira.	The former mimnister is accused of reeciving seven billion lira.	132507531	1475584801109	1475584808488	NA	32	7379	-1096	3	NA
260472	2790083	The wind was strong and gusting.	The wind was strong and gusting.	132508429	1475584821325	1475584829564	NA	32	8239	-1784	3	NA
260472	2790092	It was possible to a large extent to agree on some kind of approach.	It was possible to a large extent to agree on some kind of approch.	132508863	1475584833653	1475584839893	NA	32	6240	-2384	3	NA
260472	2790118	I'm not sure if they are issuing any wires at this time.	I'm not sure if they are issuing any wires at this time/	132509930	1475584856460	1475584862404	NA	32	5944	-1393	3	NA
260472	2790131	I will try to make sure I'm in good shape.	I will try to make sure I'm good shape.	132510587	1475584871933	1475584876820	NA	32	4887	-984	3	NA
260472	2790142	This is all so unreal.	This is all so unreal.	132511350	1475584885693	1475584891692	NA	32	5999	-2296	3	NA
260472	2790150	As usual, I will be as candid as I can.	As usual, I will be as candid as I can.	132511851	1475584895525	1475584902484	NA	32	6959	-1120	3	NA
260472	2790162	Thanks for your leadership on this issue.	Thanks for your leadership on this issue.	132512409	1475584909573	1475584916372	NA	32	6799	-848	3	NA
260472	2790171	We are about to leave Heaven!	We are about to leave Heavn.	132513025	1475584921021	1475584930388	NA	32	9367	-2376	3	NA
260563	2790847	The matter was still being investigated.	The matter was still being investigated.	132545058	1475585711504	1475585711474	BKSP	8	-30	215	1	TRUE
260715	2792219	He doesn't want to give the trading positions.	He doesn't want to give the trading positions.	132610067	1475587217608	1475587231768	.	190	14160	-5136	3	NA
260906	2794230	Are you feeling better?	Are you feeling beter?	132706914	1475589049070	1475589086243	?	191	37173	-26139	3	NA
260914	2794221	It's going to be ludicrous.	It's going to be ludicrous.	132706395	1475589047702	1475589077302	NA	190	29600	-22324	3	NA
260962	2794855	Remember blackberry doesn't work so well at home.	Remember blackberry doesn't work so weell at hoem.	132736593	1475589487631	1475589492293	SHIFT	16	4662	-78	3	NA
261207	2797475	France also was prepared to participate in a UN multinational force.	France also was prepared to participate in a UN multinational force.	132861943	1475591637094	1475591647493	s	83	10399	-6198	3	NA
261207	2797625	I'll take them one at a time.	I'll take them one at a time.	132869462	1475591743613	1475591777238	.	190	33625	-24091	3	NA
261221	2797692	Thursday works better for me.	Thurs day works better for me.	132872296	1475591832128	1475591834987	SHIFT	16	2859	-188	3	NA
261258	2797844	Don't know how that happened.	Don't know how that happened.	132879967	1475591952096	1475591971409	SHIFT	16	19313	-9846	3	NA
261295	2798192	Thanks for all the email.	Thanks for all the email.	132896823	1475592130148	1475592143386	 	32	13238	-1989	3	NA
261295	2798224	Jane, what about this Thursday for lunch?	Jane, what about this Thursday for lunch?	132898128	1475592148926	1475592159963	 	32	11037	-2958	3	NA
261295	2798267	The rates would become effective after endorsement by parliament.	The rates would become effective after endorsement by parliament.	132900071	1475592174426	1475592184072	 	32	9646	-4118	3	NA
261295	2798318	His status for Thursday's game against Dallas is unclear.	His status for Thursday's game against Dallas is unclear.	132902957	1475592206461	1475592216690	 	32	10229	-6582	3	NA
261295	2798369	We haven't made that decision here though.	We haven't made that decision here though.	132905815	1475592238555	1475592250665	 	32	12110	-6802	3	NA
261295	2798418	I'll probably page you.	I'll probably page you.	132907791	1475592268059	1475592278593	 	32	10534	-3697	3	NA
261295	2798437	The Jets will try to control the ball and the clock against the Rams.	The Jets will try to control the ball and the clock against the Rams.	132908390	1475592283886	1475592288786	 	32	4900	-1631	3	NA
261295	2798467	I am snowed under and out of the office.	I am snowed under and out of the office.	132909911	1475592304022	1475592310718	 	32	6696	-2951	3	NA
261295	2798487	Barry, hope that you had a great Christmas.	Brry, hope that you had a great christmas.	132911207	1475592319434	1475592327958	 	32	8524	-2904	3	NA
261295	2798513	I think in this case specific is better.	I think in this case specific is better.	132912081	1475592333252	1475592340231	 	32	6979	-3621	3	NA
261295	2798533	Michael has his holiday performance.	Michael has his holiday performance.	132913323	1475592347449	1475592355485	 	32	8036	-2455	3	NA
261295	2798555	My husband Jeff and I are planning on attending.	My husband Jeff and I are planning on attending.	132914118	1475592359177	1475592365903	 	32	6726	-3526	3	NA
261295	2798595	He is suffering from a strained left shoulder.	He is suffering from a strained left shoulder.	132915711	1475592380309	1475592387819	 	32	7510	-3719	3	NA
261295	2798623	This time, Nigel Mansell will not be left behind on a restart.	This time, Nigal Mansell will not be left behind on a restart.	132917173	1475592398489	1475592406228	 	32	7739	-3342	3	NA
261304	2798295	Sanaa appeared to be a ghost town with many shops closed.	Sanaa appeared to be ag host town with many shops close.d	132902074	1475592166826	1475592182942	.	190	16116	-5557	3	NA
261429	2799535	Probably can handle Monday PM.	Probably can handle Monday PM.	132961659	1475593158723	1475593178266	.	190	19543	-7646	3	NA
261487	2800183	Some million shares changed hands on the New York Stock.	Some million shares changed hands on the New York Stock.	132991702	1475593685544	1475593703352	.	190	17808	-9535	3	NA
261570	2801293	Let me know if I can be of help.	Let me know if I can be of help.	133044952	1475594569852	1475594572291	SHIFT	16	2439	-240	3	NA
261592	2801343	Since we're ok on volumes now, it's got to be pricing somewhere.	Since we're ok on volumes now, it's got to be pricing somewhere.	133047833	1475594605059	1475594621282	.	190	16223	-6735	3	NA
261592	2801401	Thank you for your support and generosity.	Thank you for your support and generosity.	133050478	1475594642045	1475594672840	.	190	30795	-23131	3	NA
261626	2801694	Monitor his progress over the next few weeks.	Monitor his progress over the next few weeks.	133064736	1475594885067	1475594883200	o	79	-1867	291	1	TRUE
261691	2802474	The best-of-seven series moves to Indianapolis, Indiana.	The best-of-seven series moves to Indianapolis, Indiana.	133104062	1475595323545	1475595363938	.	190	40393	-15112	3	NA
261733	2803115	I am staying at a Hotel.	i am staying at a hotel	133132606	1475595821631	1475595821773	i	73	142	-16960	3	NA
261735	2802853	Did you set up my corporate account for me?	Did you set up my corporate account for me?	133121231	1475595630674	1475595651898	SHIFT	16	21224	-1464	3	NA
261750	2803154	If you need John speak up now.	If you need John speak up now.	133134491	1475595818899	1475595850655	.	190	31756	-23592	3	NA
261801	2803786	Not even in yet.	Not even in yet.	133164443	1475596344160	1475596378517	\	220	34357	-28888	3	NA
261807	2803803	I will if I want to.	I will if I want to.	133165258	1475596347861	1475596375784	.	190	27923	-22809	3	NA
261807	2803867	The informal costs have to disappear.	The informal costs have to disapear.	133168388	1475596388875	1475596422040	.	190	33165	-24532	3	NA
261939	2805164	The aviation college had already trained pilots.	The avitatio college had already trained pilots/	133230182	1475597445658	1475597478023	?	191	32365	-13672	3	NA
262085	2807046	His current status is day to day.	His current status is day to day.	133317100	1475598713448	1475598716032	SHIFT	16	2584	-328	3	NA
262087	2807070	Check with Vince Strohmeyer.	Check with Vince Strohmeyer.	133318252	1475598726498	1475598729768	SHIFT	16	3270	-331	3	NA
262148	2807759	Suggest you get facts before judging anyone.	Suggest you get facts before judging anyone.	133351975	1475599262695	1475599297110	NA	190	34415	-14379	3	NA
262158	2807793	For those of you who have not paid please get your money tome soon.	For those of you who have not paid please get your money tome soon.	133352803	1475599308088	1475599312251	NA	69	4163	-939	3	NA
262158	2807810	Evaluating a lease offer on Sonoran project.	Evaluating a lease offer on Sonora project.	133353511	1475599322380	1475599324866	NA	69	2486	-825	3	NA
262158	2807823	Do you need to be there?	Do you need to be there?	133354379	1475599332183	1475599340646	NA	69	8463	-1923	3	NA
262158	2807837	This method can be used on individual folders as well.	This method can be used on individual folders as well.	133354788	1475599342195	1475599348717	NA	69	6522	-2877	3	NA
262158	2807863	I am snowed under and out of the office.	I am snowed under and out of the office.	133356069	1475599364976	1475599370133	NA	69	5157	-1389	3	NA
262158	2807876	The meeting came days after the entry into Chernomyrdin's team.	The meeting came days after the entry into Chernomyrdin's team.	133356515	1475599374346	1475599376760	NA	69	2414	-202	3	NA
262158	2807898	The letters of credit were to cover three agreements.	THe letters of credit were to cover three agreements.	133357558	1475599392778	1475599395781	NA	69	3003	-541	3	NA
262158	2807919	The charges also cover his relations with advertising companies.	The charges also cover his relations with advertising companies.	133358358	1475599407273	1475599410360	NA	69	3087	-1016	3	NA
262158	2807930	We talked quietly while everybody gathered.	We talked quietly while everybody gathered.	133359258	1475599421325	1475599424554	NA	69	3229	-369	3	NA
262158	2807953	Liverpool failed again in when they were beaten at Wembley.	Liverpool failed again in when they were beaten at Wembley.	133360206	1475599436607	1475599441560	NA	69	4953	-2403	3	NA
262158	2807976	I doubt that it is forecasted.	I doubt that it is forecasted/	133361683	1475599452916	1475599460171	NA	69	7255	-659	3	NA
262158	2807989	Have a great day!	Have a great day!	133361943	1475599460946	1475599463910	NA	69	2964	-472	3	NA
262158	2808008	Please let us know asap.	Please let us know asap.	133362600	1475599464903	1475599472970	NA	69	8067	-5787	3	NA
262159	2807896	I'll try and get to this later today.	I'll try and get to this later.	133357574	1475599354285	1475599397090	.	190	42805	-35166	3	NA
262216	2808430	I'm still learning about the ovals.	I'm still learning about the ovals.	133383477	1475599601167	1475599640310	.	190	39143	-30184	3	NA
262236	2808629	He was in great shape last night.	He was in great shape last night.	133392940	1475599873235	1475599887801	.	190	14566	-8338	3	NA
262236	2808669	I hope everything worked out okay with your rent.	I hope everything worked out okay with your rent.	133394836	1475599902739	1475599917655	.	190	14916	-7239	3	NA
262300	2809478	Don't make me pull tapes on whether you understood our fee.	Don't make me pull tapes on whether you understood our fee.	133432057	1475600558354	1475600562634	SHIFT	16	4280	-1048	3	NA
262301	2809252	Sunday tickets have been on sale for weeks.	Sunday tickets have been on sale for weeks.	133422037	1475600388338	1475600409498	NA	190	21160	-8162	3	NA
262301	2809353	Jets secondary on Sunday.	Jets secondary on Sunday.	133426490	1475600467736	1475600484936	NA	190	17200	-6784	3	NA
262580	2812221	I am trying again.	I am trying again.	133562333	1475602949189	1475602954149	SHIFT	16	4960	-1928	3	NA
262584	2812324	We have been consistent and we have a good balance.	We have been consistent and we have a good balance.	133567679	1475690737167	1475690770334	.	190	33167	-18649	3	NA
262584	2812394	I'm fully recovered and back on pace.	I'm fully recovered and back on pace.	133570782	1475690816681	1475690838798	.	190	22117	-8740	3	NA
262700	2813432	I told Gary you could make the call.	I told Gary you could make the call.	133620436	1475603905193	1475603917106	SHIFT	16	11913	-224	3	NA
262885	2815485	We will keep you posted.	We will keep you posted.	133720774	1475605145670	1475605167498	.	190	21828	-8717	3	NA
262930	2815721	He is out indefinitely and could miss the remainder of the season.	He is out indefinitely and could miss the remainder of the season.	133731550	1475605346099	1475605353578	s	83	7479	-3311	3	NA
262930	2815739	No employment claims for gas or power.	No employment claims for gas or power.	133732498	1475605361003	1475605365881	s	83	4878	-402	3	NA
262930	2815749	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	133733028	1475605366884	1475605373455	s	83	6571	-4379	3	NA
262930	2815779	A detailed organizational chart is attached.	A detailed organizational chart is attached.	133734802	1475605393337	1475605402208	s	83	8871	-752	3	NA
262930	2815805	You are welcome in Palacios this weekend, of course.	You are welcome in Palacios this weekend, of course.	133736244	1475605402090	1475605425887	s	83	23797	-13028	3	NA
262931	2815821	Get with Mary for format.	Get with Mary for format.	133737245	1475605419805	1475605440918	.	190	21113	-10789	3	NA
262973	2816291	I like Nick and Everett.	I line nick and verett.	133758906	1475605798966	1475605827652	v	86	28686	-23183	3	NA
262976	2816315	The volumes tie, so the pricing must be off somewhere.	The volues tie, so the pricing must be off somewhere. 	133760304	1475605841966	1475605856267	.	190	14301	-6348	3	NA
263049	2817018	He said he would resist all the pressure of time deadlines.	He said he would resist all the pressure of time deadlines.	133793983	1475606343353	1475606368514	.	190	25161	-11404	3	NA
263185	2818880	Are things better for you at home tonight?	Are things better for you at home tonight?	133882376	1475607620673	1475607659547	?	191	38874	-31705	3	NA
263195	2819053	The law enforcement has responsibility for the safety of the public.	The law enforcement has responsibility for the safety of the public.	133890625	1475607699898	1475607728958	.	190	29060	-13991	3	NA
263197	2819088	Was wondering if you and Natalie connected?	Was wondering if you and Natalie connected.	133891864	1475607803541	1475607811584	e	69	8043	-2239	3	NA
263197	2819101	Sorry for the unfriendly greeting in the lobby.	Sorry for the unfriendly greeting in the lobby.	133892600	1475607816702	1475607824194	e	69	7492	-448	3	NA
263197	2819120	Samantha would need around-the-clock care.	samantha would need around-the-clock care.	133893680	1475607828992	1475607838187	e	69	9195	-2064	3	NA
263197	2819151	Your voice cheered me up.	Your voice cheered me up.	133894787	1475607845856	1475607852740	e	69	6884	-520	3	NA
263197	2819163	Are you feeling better?	Are you feeling better?	133895264	1475607854580	1475607859872	e	69	5292	-943	3	NA
263197	2819177	Provisional constitution will be voted into law by parliament.	Provisional contitution will be voted into law by parlement.	133896381	1475607863991	1475607877303	e	69	13312	-1263	3	NA
263197	2819214	He is expected to play in Sunday's game and is listed as probable.	he is expected to play in Sunday's game and listed as probabe.	133897911	1475607883613	1475607900572	e	69	16959	-10379	3	NA
263197	2819249	When do you have to be there?	When do you have to be there?	133899192	1475607915430	1475607921188	e	69	5758	-2111	3	NA
263197	2819261	Pressure to finish my review!	Pressure to finish my review.	133899736	1475607924891	1475607928969	e	69	4078	-336	3	NA
263215	2819531	Okay I'll go for a ticket.	Okay I'll go for a ticket.	133912777	1475608097274	1475608121749	r	82	24475	-12509	3	NA
263240	2819539	What is the status of the Pemex discussions?	hat is the status of the Pemex discussions	133912445	1475608100758	1475608112534	h	72	11776	-3808	3	NA
263240	2819623	The military refuses to leave power and restore democracy by May 21.	The mlitary refuses to leave power and restore democracy by May 21.	133917089	1475608154166	1475608172438	l	76	18272	-7072	3	NA
263285	2820033	It's still going on - quite boring though.	It's still going on - quite boring though.	133936299	1475608510989	1475608529881	.	190	18892	-8332	3	NA
263314	2820412	US vessels will form two separate training units.	US vessels will form two separate training units.	133953741	1475608828285	1475608830235	SHIFT	16	1950	-85	3	NA
263451	2822059	So I don't know who it ll be carrying the load.	So I don't know who it ll be carrying the loa	134030868	1475610099259	1475610144484	s	83	45225	-41595	3	NA
263586	2823710	The second deal in question which needs to be resolved asap.	The second deal in question which needs to be resolved asap.	134110126	1475611454418	1475611466497	a	65	12079	-2048	3	NA
263690	2824954	I would like it paid through I Buy It.	I would like it paid through I Buy It.	134168570	1475612431590	1475612435320	SHIFT	16	3730	-644	3	NA
263690	2824992	I wonder if RBS is another institution which could move quickly.	I wonder if RBS is another institution which could move quickly.	134170628	1475612463277	1475612467343	SHIFT	16	4066	-252	3	NA
263745	2825473	I didn't understand we were borrowing them.	I didn't understand we were borrowing them.	134193281	1475612932765	1475612938162	SHIFT	16	5397	-162	3	NA
264016	2828690	Couldn't risk the uncertainty.	Couldn't risk the uncertainty.	134345922	1475615751685	1475615757138	SHIFT	16	5453	-234	3	NA
264049	2828956	I have the option of starting Jim Miller or picking up Chris Weinke.	I have the option of starting Jim Miller or picking up Chris Weinke.	134358713	1475616010330	1475616023706	u	85	13376	-1103	3	NA
264049	2828978	Yes I am here actually.	Yes I am here actually.	134359233	1475616023602	1475616032013	u	85	8411	-2875	3	NA
264049	2828988	A Hungarian neuro surgeon said that medical supplies are low.	A Hungarian neuro surgeon said that medical supplies are low.	134359486	1475616031929	1475616035667	u	85	3738	-531	3	NA
264049	2828999	Japan's first man in space was a journalist.	Japan's first man in space was a journalist.	134360704	1475616041787	1475616052210	u	85	10423	-1791	3	NA
264049	2829018	We haven't made that decision here though.	We haven't made that decision here though. 	134361188	1475616052119	1475616059555	u	85	7436	-917	3	NA
264088	2829392	I'm trying to get them billed before the holidays.	I'm trying to get them billed before the holidays	134378797	1475616322187	1475616326929	SHIFT	16	4742	-157	3	NA
264090	2829431	Just thought you oughta know.	Just thought you oughta know.	134381175	1475616303365	1475616346618	g	71	43253	-38898	3	NA
264101	2829706	No obligation to pay.	No obligation to pay.	134393986	1475616582226	1475616584382	SHIFT	16	2156	-127	3	NA
264207	2830585	How did you make sure it was the right set?	How did you make sure it was the right set?	134434488	1475617651597	1475617655911	SHIFT	16	4314	-114	3	NA
264252	2830957	He said he would learn more about the injury as the week progressed.	He said he would learn more about the injury as the week progressed.	134451508	1475618123582	1475618132713	NA	32	9131	-1769	3	NA
264252	2830967	We can have wine and catch up.	We can have wine and catch up.	134452054	1475618141486	1475618147950	NA	32	6464	-1880	3	NA
264252	2830972	Both have also promised higher salaries.	Both have also promised higher salaries.	134452321	1475618151558	1475618157542	NA	32	5984	-496	3	NA
264252	2830981	Do you still need me to sign something?	Do you still need me to sign something?	134452594	1475618161294	1475618167661	NA	32	6367	-1657	3	NA
264252	2830988	He will be re-evaluated after receiving an injection.	He will be re-evaluated after receiving an injection.	134453058	1475618170803	1475618180726	NA	32	9923	-1619	3	NA
264252	2830999	That calendar was enough to put me on a diet.	That calendar was enough to put me on a diet.	134453571	1475618187726	1475618196157	NA	32	8431	-1983	3	NA
264252	2831009	No sign of Chuck and not responding to messages.	No sign of Chuck and not responding to messages.	134454079	1475618201349	1475618210183	NA	32	8834	-1096	3	NA
264252	2831020	I can return earlier.	I can return earlier.	134454432	1475618215325	1475618220741	NA	32	5416	-1352	3	NA
264304	2831402	At 17, he enlisted in the US Navy.	At 17, e enlisted in the us navy.	134472034	1475618615459	1475618626462	e	69	11003	-5493	3	NA
264374	2832223	Charlie Garner will once again be Oakland's feature back.	Charlie Garner will once again be Oakland's feature back.	134511466	1475619423002	1475619430537	 	32	7535	-2103	3	NA
264374	2832236	I'll catch up with you tomorrow.	I'll catch up with you tomorrow.	134512160	1475619439920	1475619444841	 	32	4921	-1321	3	NA
264374	2832243	I am really not wanting to come back.	I am really not wanting to come back.	134512455	1475619446825	1475619451231	 	32	4406	-1000	3	NA
264374	2832250	Some members of the council refuse to recognize the progress.	Some members of the council refuse to recognize the progress.	134512901	1475619454585	1475619460322	 	32	5737	-647	3	NA
264374	2832265	The rest is a byproduct of slapshot.	The rest is a byproduct of snapshot.	134513574	1475619467768	1475619472352	 	32	4584	-1928	3	NA
264374	2832278	I'll give it to you tomorrow.	I'll give it to you tomorrow.	134514170	1475619477176	1475619481784	 	32	4608	-1312	3	NA
264374	2832285	It's kind of fun to see an old rivalry back again.	It's kind of fun to see an old rivalry back again.	134514573	1475619483432	1475619488648	 	32	5216	-888	3	NA
264374	2832301	I would like to attend if so.	I would like to attend if so.	134515197	1475619494967	1475619498742	 	32	3775	-1576	3	NA
264374	2832312	I spoke with Lara Robinson this morning.	I spoke with Lara Robinson this morning.	134515641	1475619502535	1475619506047	 	32	3512	-328	3	NA
264374	2832324	Good to know it exists.	Good to know it exists.	134516255	1475619510526	1475619516279	 	32	5753	-3113	3	NA
264374	2832333	Wang said that his release was a miracle.	Wang said that his release was a miracle.	134516622	1475619517087	1475619521740	 	32	4653	-1552	3	NA
264374	2832342	He did not say when that would be.	He did not say when that would be.	134517154	1475619524791	1475619529990	 	32	5199	-1544	3	NA
264374	2832352	She was going to leave at 8 or 9.	She was going to leave at 8 or 9.	134517562	1475619532662	1475619535852	 	32	3190	-345	3	NA
264374	2832364	About 10 Jordanian doctors arrived at the hospital a few days ago.	About 10 Jordanian doctors arrived at the hospital a few days ago.	134518046	1475619540174	1475619543310	 	32	3136	-400	3	NA
264381	2832548	Our schedule now calls for critical communication in the afternoons.	our schedule now calls for critical communication in the afternoons.	134528178	1475619672799	1475619715555	.	190	42756	-16107	3	NA
264501	2833663	As for your second question, bench Mike Anderson.	As for your second question, bench Mike Anderson.	134578925	1475620518145	1475620546225	.	190	28080	-16680	3	NA
264501	2833705	Reports said Clinton feels the same way.	Reports said Clinton feels the same way.	134580785	1475620551537	1475620571537	.	190	20000	-10704	3	NA
264569	2834428	Rookie Kevin Swayne will move into the starting lineup.	Rookie Kevin Swayne will move into the starting lineup/	134614254	1475621444081	1475621448560	l	76	4479	-1527	3	NA
264569	2834434	Evaluating a lease offer on Sonoran project.	Evaluating a lease offer on Sonoran project.	134614542	1475621455736	1475621458856	l	76	3120	-800	3	NA
264569	2834437	I'll just have her call Tracy.	I'll just have her call Tracy.	134614674	1475621461080	1475621467111	l	76	6031	-3528	3	NA
264580	2834545	Reconfigure the disk layout.	Reconfigure the disk layout. 	134619803	1475621610088	1475621620983	SHIFT	16	10895	-4400	3	NA
264580	2834551	What is happening to the stock price?	What is happening to the stock price?	134620256	1475621610208	1475621633727	?	191	23519	-15127	3	NA
264632	2835168	She has a web address.	She has a web address.	134648700	1475622411058	1475622413448	SHIFT	16	2390	-374	3	NA
264705	2836152	You can't destroy us, and you can't stop us.	You can't destroy us, and you can't stop us.	134695842	1475623479903	1475623511043	d	68	31140	-22872	3	NA
264781	2836933	She is taking over Global Finance Legal.	she is tking over glovbal finance legal.	134733399	1475624421032	1475624462249	k	75	41217	-22019	3	NA
264821	2837625	Need to watch closely.	Need to watch closely.	134765172	1475625128576	1475625161759	.	190	33183	-24448	3	NA
264858	2837896	Let me know how I can help.	Let me know how I can help.	134778155	1475625425170	1475625457932	.	190	32762	-24562	3	NA
